t1QENt1CXSGwV24eZQ3zB2otUnTFV7Fv91h,RFdxxBfg4mxTVRxrvoAAzX7mJ4Wzxtfmt9,0.18711000
t1f8x4vs9zdVhgp4x63UsvZ7ppwBzAVoodD,RWYY97LJd8WgABPFcnestGM7LYTVzTnWLv,0.00136519
t1NjZvfvg84ciDRck7wZEPKWCX96FCDM22K,RE99zrPpkZdggnw3egjEM2jV2kMm6aGSik,8.55084875
t1NsyPV8ypQU8tacHV24MXVGeiqjVsvaFFg,REHZTfc8SuV7Mwvb1mEMVCVwET11ixjmfA,0.01000107
t1h8V2cmmND9iokEX46KLyvXEnd1UCbSbrN,RYY56oEuziAhH7YpaqVLwdkXJEGz8m25sP,0.57442091
t1MaDmbke7np2riHJexWk75nfptmva2FSr2,RCyoqnDnkHq1L5bcBhgk4o1xLW3SMqeZri,0.06742351
t1bvak3G6SbxUNWNu8i3s7zUQaKPGeFGTEP,RTLApDjF56ySqshCfTDs5hhh5venZu6hKN,2.56277299
t1ghGuMXau7DwznaWFhAgzFziZjoX7XSo1x,RY6ryXzjXcEvU9tonSLgwyE15M533WUpMR,1.10774418
t1PnUsUMCFxgzwJu7GsMgHjfd2iRBj2Qx5X,RFC4wepLtThyQgDQocXgFStuYKghcPPpth,80.02626411
t1S7f8cDoCi2WazH5o5JrSUh47PTEuio3qH,RHXFCngwqD3V4MbPKpUrQBvLcziknD9kTA,15.68730387
t1ZpFhpPHYLYxN26JYsHZEU9surEUEGBFXX,RRDqmzrSAqZvqPQc5cTZCBPARTVz3dzkyM,17.23554006
t1ceZwR5xQvhAiCvSr2hc1LVBAybwunuuYL,RU4A1bZ73Ri9BaEkNmsby3iTgasToY9Gts,0.08347594
t1M85xip3hCCAMXJRezs48K1Z8C511yuYtA,RCXg2uHCKhD8ptcjBk3462EqdoLWvWEAGF,64.00000000
t1Xosg5sx7UPjSLiHB9EJEokttVWJPEbSns,RPDTkGM6jyQhui2ahtQJCWzBQ6mpC6cxBb,0.02720489
t1bYs6RonUXEAe5yoksXLkdNzZa3iMEAsnW,RSxTAcGw72F97TJ7HchLiLcH5BKE8rTAso,0.04783999
t1TXZCZ7b9o5pY3j8UwC7MgPZu937UtRkyu,RJw9GjajnJ6o1R3S1gN7KPcrQkJdLAbi52,0.03173766
t1RdecKNAX9Xx32GgnUMFHANBAmTK2KSFpq,RH3EgVqK9eYvWPazKDXFEsbTgNipqPuxJx,152.32229225
t1bRhbCDhqsiQckeYD3Ycfwg22HU38woX1z,RSqHfNgrUNjP67xqjnicdeuJXtjYyhSsxe,0.17214009
t1YbApHdpcPYE1ihbWgwNBQA6eFm1H2yxku,RPzktU6yEtZCV61u3S7N97PP9s2XAvAYoU,16.46919381
t1YrFHxodtepbVL8LN5fmcipfEPqUvULka8,RQFqN9GnX9qZxhSdtpqmaS3wk16zmPNqC6,99.98000000
t1Wy7dFGUgUNUETGptexmvLsNh6EW99WniR,RNNhhRjdJyPShpb8RQ8mt46fChW23dZ954,0.06291059
t1XQjfMgNvLCnsAzeCtS9futoZtrm3F2DxE,RNpKjY9XYqDmLYJwjdc9dd865W8Gs63Yxz,0.00002259
t1YciY8XE75Ag3ptpDkNHPvj3Gndr9zWxGj,RQ2JcJzNjaBeXCD7kVYHMdxKnPuN5KzUFJ,0.02832831
t1aqK2u3wWbkDAjuQQYS2B6yPfd6N6oZfdD,RSEu75X696mBe7DhwHc28pCgBEMt2Pevrv,0.00917738
t1TSziFK2uVnbh5A3qG2VrgvZ1ou4NR9Qo9,RJranRnBXzoaASUMN1CVpQ9qXRAaH4oV2r,0.05450615
t1Lyjg6A9Xg45KTw99W52Jmcxnv6U5dMUXq,RCPKkGdJAB53nqFSgFF2GUrFJXMyspKj5i,0.17900000
t1JCfmv4KSiibSyTYNQp1oBfcoMKnowGSJ2,R9cFr6XU5DjZvLmqu9z1kttuJxbJivPE7q,27.19668368
t1KA23iH7kPVSKLWvErzxRnqQZNf8VibCYd,RAZc7tkGNtWQnhqDmcAxPW4h4yveQYMi4F,3.56504250
t1TcW3GkYTkVC6mN8wGKPkk6LWnfzXes8vM,RK267TDh6FWAa8gSU1VPiTKd2PwWLyiC6W,0.10200643
t1Vf7kzwff5vbmCDuXRD2h6DWiMQjStBwuj,RM4hqBQpHawaEZYD4AP2eoSoDxgFL5Ur8k,23.99330873
t1bFR1LkvvsvnHfWEa3XtQ72B6tG6Z2MzCd,RSf15XE5ZNwkm2pY6nhtMpFTcVXcPgr24z,0.21773721
t1Pmcasd92QfXKYEaCQ5UFg18F2T7psMFru,RFBCf46HeugVnuYsj9FUDPEQkdidmjA1Tn,0.05039585
t1ZkK4jywCSTLVhWtNEW4TnM31vuWQ8qphj,RR9u8vT5pwUJy4qBtyg4RVaKXYB2KzbBLX,11.06000000
t1SJdyCEtfnp8VWyshy2jcGPif6FuSABcZJ,RHiE3Ni3JHq6xtJBEiCjZyd1AhXRJndhqF,768.14422886
t1aVb95xTSYi2uoZ5AJBXVa4gEUacjMyLMc,RRuBDGRc53j1PAsNh3MXTHHxk5r8h6xpHi,0.00903754
t1fHpKH8WHihQs2AuHFsaGdMaL2WLgDd5s1,RWhQPTbevDiPLPVCp13aELarqdmrZrbKa9,0.02094016
t1Tp31UF9zKUushUbfoC9aGEALXo8x48MCL,RKDd5eiJcpVtM4nuCYN9XyTSr94eoyR3qW,102.00000000
t1d4yZeBinAkN8taTwmAAnDf3qv1C615CQP,RUUZdpesQfmLcFtmUWLAjvtLMXGhxeJ43w,15.93702499
t1dj2jusLTc7zdFZYW28Nh6Skb9uSTQiUAz,RV8cp6LV678y6csr2mJNeog36mAxKqaDnr,0.28687500
